MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2014-9-23,80,63,45,45,40,36,77,49,21,30.11,30.04,29.99,10,10,10,9,4,12,0.00,0,,202
2014-9-24,85,66,47,46,38,29,80,47,14,30.20,30.01,29.95,10,10,10,18,5,23,0.00,0,,196
2014-9-25,82,66,50,41,38,29,63,40,16,29.99,29.95,29.89,10,10,10,24,11,31,0.00,0,,191
2014-9-26,82,69,56,57,48,39,90,59,28,30.03,29.88,29.74,10,10,10,24,10,34,0.01,3,Rain-Thunderstorm,196
2014-9-27,65,56,47,56,50,39,93,75,56,30.00,29.82,29.66,10,7,1,32,10,45,1.10,6,Rain-Thunderstorm,178
2014-9-28,61,51,41,42,39,34,89,64,39,29.90,29.84,29.76,10,10,10,21,7,26,0.00,2,,203
2014-9-29,64,54,43,43,39,35,92,64,36,29.95,29.92,29.89,10,10,10,14,5,18,0.00,5,,215
2014-9-30,69,57,45,42,38,27,71,48,24,29.94,29.88,29.78,10,10,10,12,4,15,0.00,2,,190
2014-10-1,58,51,44,45,38,24,93,64,35,30.14,30.00,29.81,10,10,8,18,8,24,0.07,5,Rain-Thunderstorm,13
2014-10-2,66,47,28,44,28,19,82,52,22,30.28,30.21,30.02,10,10,2,9,3,12,0.00,1,Rain,26
2014-10-3,73,52,31,36,30,25,82,51,20,30.35,30.28,30.21,10,10,7,14,4,19,0.00,0,,359
2014-10-4,73,54,35,34,32,30,82,52,22,30.28,30.19,30.09,10,10,8,14,4,19,0.00,0,,31
2014-10-5,74,55,35,36,33,30,76,49,22,30.17,30.11,30.06,10,10,10,17,5,22,0.00,0,,13
2014-10-6,77,57,36,38,33,28,82,50,18,30.13,30.07,29.99,10,10,10,15,5,19,0.00,0,,15
2014-10-7,76,57,38,37,32,23,70,42,14,30.08,30.01,29.95,10,10,10,7,2,13,0.00,0,,196
2014-10-8,73,62,51,39,36,33,54,40,25,30.00,29.92,29.84,10,10,10,9,4,,0.00,2,,172
2014-10-9,75,59,42,40,36,30,70,45,19,29.93,29.88,29.82,10,10,10,8,4,,0.00,0,,160
2014-10-10,75,57,38,44,36,28,85,54,22,30.05,29.98,29.93,10,10,10,8,3,,0.00,0,,36
2014-10-11,73,58,42,42,37,33,82,54,25,30.09,29.99,29.89,10,10,10,12,4,,0.00,0,,173
2014-10-12,59,52,45,35,26,20,62,43,23,30.17,29.99,29.82,10,10,10,25,12,34,0.00,0,,21
2014-10-13,67,48,28,24,20,13,69,42,14,30.28,30.22,30.18,10,10,10,7,3,,0.00,0,,7
2014-10-14,73,52,30,25,22,19,64,39,14,30.23,30.05,29.90,10,10,3,24,9,33,0.00,0,,208
2014-10-15,74,63,52,27,23,20,28,21,13,29.95,29.87,29.79,10,10,10,33,17,45,0.00,0,,204
2014-10-16,72,55,38,33,26,19,64,40,16,30.02,29.97,29.90,10,10,10,18,7,24,0.00,0,,185
2014-10-17,71,52,32,33,26,20,59,39,19,30.04,29.97,29.91,10,10,5,22,5,32,0.00,0,,208
2014-10-18,67,53,39,47,38,32,70,52,34,30.02,29.97,29.93,10,10,8,10,3,12,T,4,Rain,156
2014-10-19,73,55,37,44,39,33,92,59,25,30.02,29.96,29.89,10,10,10,7,1,8,0.00,1,,50
2014-10-20,74,57,40,43,38,35,76,52,27,30.00,29.92,29.85,10,10,10,18,4,25,0.00,1,,198
2014-10-21,70,59,48,42,37,33,71,49,26,29.94,29.85,29.79,10,10,10,24,11,32,0.00,0,,194
2014-10-22,67,51,35,33,31,28,76,51,26,30.12,30.05,29.94,10,10,10,9,2,11,0.00,0,,189
2014-10-23,74,53,32,32,28,22,82,49,16,30.16,30.09,30.03,10,10,9,20,7,26,0.00,0,,199
2014-10-24,76,57,37,34,29,23,70,43,15,30.18,30.10,30.04,10,10,10,21,8,27,0.00,0,,198
2014-10-25,72,58,44,40,35,31,60,43,25,30.09,30.00,29.87,10,10,10,31,13,42,0.00,0,,200
2014-10-26,68,58,47,41,34,24,71,49,26,29.90,29.86,29.79,10,10,10,23,13,34,0.00,0,,210
2014-10-27,58,42,25,25,21,17,72,47,22,30.13,30.04,29.90,10,10,10,15,5,19,0.00,0,,349
2014-10-28,63,45,26,20,15,7,69,41,13,30.23,30.17,30.09,10,10,8,8,2,11,0.00,0,,103
2014-10-29,71,48,24,21,17,13,63,37,11,30.29,30.21,30.15,10,10,10,8,3,12,0.00,0,,70
2014-10-30,73,50,26,21,18,12,56,35,13,30.22,30.13,30.02,10,10,7,16,4,22,0.00,0,,177
2014-10-31,73,58,42,34,25,16,43,30,17,29.99,29.86,29.66,10,10,10,29,11,45,0.00,0,Rain,192
2014-11-1,62,51,39,43,36,25,92,59,25,29.84,29.67,29.51,10,10,6,44,20,57,0.17,5,Rain,191
2014-11-2,41,37,32,39,34,32,100,95,89,30.07,29.95,29.83,10,6,0,12,4,15,0.56,8,Fog-Rain-Snow,266
2014-11-3,43,35,26,33,27,23,96,75,53,30.37,30.22,30.09,10,10,6,18,8,25,T,5,Snow,12
2014-11-4,50,35,20,31,24,19,92,66,39,30.46,30.39,30.33,10,10,10,8,2,12,0.00,0,,66
2014-11-5,58,42,25,33,28,23,89,61,33,30.45,30.39,30.32,10,10,10,13,4,17,0.00,0,,65
2014-11-6,66,46,25,32,27,21,92,56,19,30.46,30.36,30.26,10,10,10,14,4,19,0.00,0,,149
2014-11-7,69,50,31,32,28,25,78,49,19,30.29,30.22,30.13,10,10,10,12,5,23,0.00,0,,20
2014-11-8,63,48,32,32,29,27,82,55,27,30.36,30.26,30.20,10,10,10,9,3,10,0.00,0,,103
2014-11-9,69,48,27,31,28,25,85,54,22,30.19,29.99,29.74,10,10,10,14,3,18,0.00,0,,203
2014-11-10,63,52,41,29,25,21,53,38,23,29.90,29.77,29.68,10,10,10,22,11,27,0.00,0,,261
2014-11-11,63,42,21,31,25,19,88,58,27,29.96,29.88,29.79,10,10,10,21,6,26,0.00,0,,203
2014-11-12,45,35,25,23,18,13,69,54,39,30.13,30.02,29.88,10,10,10,9,3,16,0.00,1,,267
2014-11-13,56,39,21,35,25,13,82,64,45,30.11,30.02,29.92,10,10,10,21,6,26,0.00,2,,204
2014-11-14,56,45,34,42,34,29,89,70,51,29.95,29.90,29.82,10,10,7,22,5,30,0.03,4,Rain,208
2014-11-15,55,43,31,30,24,13,75,50,24,30.15,29.98,29.83,10,7,0,20,8,27,0.00,4,Fog-Snow,307
2014-11-16,27,14,1,19,9,-4,92,71,50,30.60,30.40,30.15,10,9,1,18,9,26,0.06,1,Snow,14
2014-11-17,39,22,4,17,11,2,88,63,37,30.58,30.49,30.41,10,10,10,8,2,9,0.00,0,,58
2014-11-18,46,29,11,20,15,8,92,62,31,30.51,30.40,30.32,10,10,10,7,2,7,0.00,0,,76
2014-11-19,53,37,20,22,14,9,84,53,21,30.28,30.17,30.05,10,10,10,18,7,22,0.00,2,,206
2014-11-20,55,42,28,23,18,11,63,42,21,30.08,30.01,29.94,10,10,10,13,6,17,0.00,1,,178
2014-11-21,54,40,25,27,24,21,88,60,32,30.05,29.99,29.92,10,10,10,9,3,12,0.00,0,,96
2014-11-22,56,44,32,34,24,19,69,49,28,30.06,29.93,29.78,10,10,10,28,12,38,0.02,2,Rain-Snow,193
2014-11-23,41,33,24,34,20,10,92,60,27,30.31,30.17,29.93,10,10,10,21,10,29,T,1,,10
2014-11-24,44,28,12,18,13,8,84,57,29,30.54,30.42,30.28,10,10,10,21,6,27,0.00,0,,36
2014-11-25,54,34,13,20,14,9,80,50,20,30.56,30.45,30.36,10,10,10,8,2,10,0.00,0,,141
2014-11-26,62,43,23,27,21,17,81,51,20,30.49,30.41,30.32,10,10,10,9,4,12,0.00,0,,103
2014-11-27,65,45,24,21,16,9,74,44,13,30.43,30.29,30.14,10,10,10,17,6,22,0.00,0,,182
2014-11-28,64,46,27,17,12,8,53,33,12,30.14,30.02,29.84,10,10,10,21,7,26,0.00,0,,206
2014-11-29,61,48,35,15,13,10,35,25,14,29.86,29.79,29.73,10,10,10,29,14,37,0.00,0,,207
2014-11-30,53,43,33,22,16,13,52,37,22,30.06,29.87,29.75,10,10,10,22,11,27,0.00,1,,209
2014-12-1,55,40,25,28,24,20,81,58,35,30.26,30.18,30.08,10,10,10,15,5,20,0.00,0,,178
2014-12-2,52,38,24,36,28,20,81,60,39,30.15,30.07,29.99,10,10,9,12,3,14,0.00,4,Rain,279
2014-12-3,52,45,37,43,39,36,100,86,71,30.10,30.01,29.95,10,10,10,21,10,26,0.01,5,,201
2014-12-4,54,48,42,46,42,34,96,84,71,30.06,29.97,29.88,10,10,7,18,4,23,0.02,6,Rain,170
2014-12-5,53,43,32,39,34,28,89,72,54,30.25,30.19,30.08,10,10,10,14,6,18,0.00,1,,170
2014-12-6,54,45,35,37,34,30,92,71,50,30.31,30.24,30.17,10,10,10,12,3,13,0.00,1,,100
2014-12-7,56,41,26,33,28,24,92,64,35,30.40,30.33,30.26,10,10,10,8,3,9,0.00,0,,120
2014-12-8,56,42,27,32,27,22,92,64,35,30.32,30.27,30.19,10,10,10,14,4,17,0.00,0,,157
2014-12-9,55,38,20,27,23,19,92,60,27,30.33,30.24,30.14,10,10,10,9,3,10,0.00,0,,80
2014-12-10,55,38,20,30,25,17,92,62,32,30.25,30.14,30.04,10,10,10,8,3,11,0.00,0,,155
2014-12-11,56,45,34,35,32,26,82,60,38,30.02,29.96,29.90,10,10,10,24,10,34,0.00,0,,206
2014-12-12,56,45,33,37,31,22,100,64,28,29.95,29.86,29.73,10,9,5,45,20,62,0.19,3,Rain-Snow,193
2014-12-13,42,36,29,34,32,27,100,87,73,30.03,29.96,29.88,10,9,2,17,5,21,0.08,7,Rain-Snow,228
2014-12-14,38,29,20,30,24,19,100,76,52,30.21,30.08,30.02,10,6,0,13,2,17,0.00,5,Fog,23
2014-12-15,40,29,17,24,19,15,88,64,40,30.24,30.16,30.02,10,10,10,8,1,8,0.00,2,,358
2014-12-16,48,38,27,24,21,18,81,58,34,30.03,29.99,29.94,10,10,10,21,9,27,0.00,4,,200
2014-12-17,39,35,31,33,30,23,92,73,54,30.07,29.99,29.90,10,6,1,12,3,14,0.03,8,Snow,206
2014-12-18,44,36,28,31,28,21,92,72,51,30.21,30.12,30.06,10,7,0,9,4,11,T,4,Fog,146
2014-12-19,45,32,18,29,24,16,92,69,45,30.28,30.21,30.15,10,10,10,18,7,23,0.00,1,,192
2014-12-20,43,32,21,30,26,18,88,73,57,30.17,30.12,30.06,10,10,10,21,7,25,0.00,4,,202
2014-12-21,56,42,27,35,31,24,85,64,43,30.13,30.05,29.96,10,10,10,14,6,17,0.00,1,,168
2014-12-22,58,46,34,35,32,21,82,62,41,30.14,30.00,29.88,10,10,10,22,10,30,0.00,3,,75
2014-12-23,41,30,19,20,14,10,84,59,33,30.40,30.32,30.14,10,10,10,17,10,27,0.00,0,,8
2014-12-24,44,30,15,18,14,10,88,59,29,30.32,29.98,29.48,10,10,10,29,10,45,0.00,1,,207
2014-12-25,42,29,15,27,21,15,92,65,38,29.89,29.68,29.45,10,3,0,30,8,42,0.32,8,Fog-Rain-Snow,300
2014-12-26,26,20,13,18,14,3,92,77,62,30.30,30.02,29.80,10,9,2,17,9,23,T,6,Snow,20
2014-12-27,25,12,-1,11,6,-5,95,73,50,30.54,30.43,30.29,10,10,10,9,3,10,0.00,2,,33
2014-12-28,35,20,4,18,11,2,80,64,47,30.38,30.21,30.07,10,10,10,13,5,18,0.00,2,,204
2014-12-29,34,21,8,13,7,4,80,57,33,30.18,30.09,30.02,10,10,10,9,4,11,0.00,1,,89
2014-12-30,19,13,6,14,9,3,84,76,67,30.28,30.11,29.95,10,4,1,20,7,25,0.02,7,Snow,5
2014-12-31,17,9,0,5,2,-3,83,68,53,30.32,30.18,29.96,10,8,2,16,6,20,T,6,Snow,3
2015-1-1,22,10,-2,10,5,-5,91,72,52,30.34,30.10,29.94,10,5,1,7,2,9,0.02,6,Snow,92
2015-1-2,27,11,-6,8,0,-9,87,62,37,30.39,30.30,30.23,10,10,10,8,2,9,0.00,0,,87
2015-1-3,37,19,1,18,8,-3,91,69,47,30.42,30.31,30.23,10,10,10,8,3,9,0.00,0,,88
2015-1-4,45,26,6,23,15,4,88,65,41,30.54,30.45,30.38,10,10,3,10,3,12,0.00,1,,112
2015-1-5,50,33,15,25,19,11,88,61,34,30.57,30.50,30.43,10,10,10,8,3,13,0.00,0,,113
2015-1-6,50,37,23,29,26,21,88,67,46,30.58,30.50,30.43,10,10,10,9,2,10,0.00,0,,114
2015-1-7,51,37,22,31,27,21,96,71,46,30.53,30.42,30.30,10,10,10,9,2,9,0.00,0,,118
2015-1-8,54,38,22,32,27,21,92,67,41,30.29,30.20,30.10,10,10,10,10,3,13,0.00,0,,162
2015-1-9,51,37,23,31,27,21,92,66,39,30.19,30.11,30.05,10,10,10,8,3,9,0.00,0,,109
2015-1-10,45,37,28,38,32,26,92,79,65,30.08,30.04,30.01,10,10,10,16,7,44,0.02,5,Rain,189
2015-1-11,50,42,34,39,36,34,92,77,61,30.15,30.07,30.02,10,10,5,14,6,17,T,5,,203
2015-1-12,46,39,31,38,34,28,96,83,70,30.16,30.10,30.03,10,9,1,18,8,24,0.19,7,Rain-Snow,192
2015-1-13,34,31,28,31,29,26,92,87,82,30.25,30.15,30.06,10,8,0,15,8,19,0.06,8,Fog-Snow,8
2015-1-14,39,35,30,29,26,22,92,78,64,30.44,30.31,30.23,10,10,10,13,8,17,0.00,5,,7
2015-1-15,44,31,17,26,22,14,92,69,45,30.53,30.45,30.37,10,10,8,8,2,9,0.00,0,,60
2015-1-16,51,37,22,26,22,19,88,60,32,30.38,30.26,30.16,10,10,10,21,6,25,0.00,1,,201
2015-1-17,49,37,24,29,25,20,88,65,42,30.40,30.33,30.24,10,10,10,8,2,9,0.00,0,,140
2015-1-18,58,43,27,32,27,23,85,62,38,30.39,30.30,30.23,10,10,10,14,6,17,0.00,0,,196
2015-1-19,54,41,28,31,27,25,85,62,38,30.24,30.19,30.13,10,10,10,10,3,12,0.00,0,,67
2015-1-20,42,33,23,31,28,21,100,81,62,30.27,30.19,30.11,10,8,0,12,3,14,0.00,5,Fog,45
2015-1-21,38,29,19,26,20,13,81,64,47,30.40,30.23,30.13,10,10,10,17,10,24,0.00,3,,1
2015-1-22,41,26,11,15,11,4,88,55,22,30.49,30.43,30.37,10,10,10,9,3,12,0.00,0,,38
2015-1-23,46,32,17,19,15,10,80,51,22,30.49,30.43,30.34,10,10,10,17,4,23,0.00,1,,25
2015-1-24,49,33,17,22,19,14,84,58,31,30.53,30.45,30.35,10,10,10,15,6,23,0.00,0,,18
2015-1-25,55,39,22,31,26,19,88,65,41,30.46,30.39,30.30,10,10,10,13,5,16,0.00,0,,68
2015-1-26,55,39,23,32,28,21,92,67,41,30.38,30.27,30.17,10,10,10,9,3,26,0.00,0,,164
2015-1-27,52,42,31,42,35,29,92,71,50,30.28,30.20,30.13,10,10,10,22,9,28,0.03,3,Rain,209
2015-1-28,53,40,26,34,30,26,92,68,44,30.30,30.24,30.18,10,10,10,10,4,13,0.00,1,,50
2015-1-29,46,39,32,34,32,29,89,76,62,30.30,30.23,30.15,10,10,7,7,2,9,T,6,Rain,233
2015-1-30,44,40,36,38,36,35,100,88,76,30.14,29.98,29.82,10,6,0,8,2,11,0.11,8,Fog-Rain,277
2015-1-31,41,38,34,36,33,25,100,90,79,30.15,29.97,29.85,10,10,6,15,7,19,0.10,7,Rain-Snow,358
2015-2-1,50,36,22,31,25,19,92,63,33,30.26,30.20,30.15,10,10,10,8,2,13,0.01,0,,73
2015-2-2,60,43,26,31,26,20,85,56,26,30.23,30.13,30.06,10,10,10,12,4,14,0.00,0,,165
2015-2-3,60,46,31,33,29,26,78,56,33,30.14,30.08,30.01,10,10,10,14,6,16,0.00,0,,155
2015-2-4,62,47,32,32,26,16,82,51,20,30.16,30.12,30.05,10,10,10,12,4,15,0.00,0,,173
2015-2-5,65,48,31,23,19,10,56,35,13,30.21,30.14,30.05,10,10,10,26,8,33,0.00,0,,183
2015-2-6,67,50,32,22,18,13,51,32,12,30.14,30.08,29.97,10,10,10,30,11,36,0.00,0,,207
2015-2-7,63,52,40,32,22,15,53,35,17,30.09,30.03,29.97,10,10,10,25,11,32,0.00,0,,216
2015-2-8,64,48,32,38,34,31,82,59,36,30.20,30.11,30.02,10,10,10,21,7,26,0.00,1,,216
